TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
LAC,LAC @ CHI,2024-03-14,W,12,34,12,18,66.7,7,11,63.6,3,4,75.0,2,7,9,7,3,1,0,3,3,0
HOU,HOU vs. WAS,2024-03-14,W,12,25,8,21,38.1,2,6,33.3,7,9,77.8,2,13,15,5,5,3,0,6,1,1
DAL,DAL @ OKC,2024-03-14,L,12,32,13,22,59.1,2,9,22.2,4,6,66.7,3,7,10,6,3,0,0,6,1,0
CHI,CHI vs. LAC,2024-03-14,L,12,31,13,26,50.0,4,8,50.0,1,1,100.0,4,3,7,9,1,1,0,3,-3,1
BOS,BOS vs. PHX,2024-03-14,W,12,25,10,21,47.6,5,11,45.5,0,0,0.0,2,6,8,6,3,2,1,2,-2,1
TOR,TOR @ DET,2024-03-13,L,12,25,11,26,42.3,2,11,18.2,1,6,16.7,1,8,9,9,2,3,2,8,-5,0
SAC,SAC vs. LAL,2024-03-13,W,12,32,12,22,54.5,6,9,66.7,2,4,50.0,4,6,10,10,6,2,0,7,-2,1
POR,POR vs. ATL,2024-03-13,W,12,24,4,12,33.3,3,5,60.0,13,16,81.3,3,10,13,4,6,1,2,9,-3,1
ORL,ORL vs. BKN,2024-03-13,W,12,21,6,18,33.3,2,9,22.2,7,7,100.0,2,3,5,4,2,0,2,4,-8,1
NOP,NOP vs. CLE,2024-03-13,L,12,27,10,18,55.6,2,5,40.0,5,7,71.4,1,5,6,5,2,1,1,4,-2,1
MIA,MIA vs. DEN,2024-03-13,L,12,17,7,21,33.3,1,8,12.5,2,2,100.0,4,5,9,2,1,1,0,3,-11,1
MEM,MEM vs. CHA,2024-03-13,L,12,28,11,24,45.8,5,13,38.5,1,1,100.0,6,8,14,5,6,3,2,12,-2,1
LAL,LAL @ SAC,2024-03-13,L,12,34,12,18,66.7,5,8,62.5,5,7,71.4,0,6,6,7,3,4,0,4,2,0
IND,IND vs. CHI,2024-03-13,L,12,32,9,18,50.0,6,11,54.5,8,9,88.9,0,7,7,7,2,0,3,5,8,1
GSW,GSW @ DAL,2024-03-13,L,12,29,10,25,40.0,2,9,22.2,7,7,100.0,5,7,12,5,3,1,2,5,-4,0
DET,DET vs. TOR,2024-03-13,W,12,30,9,19,47.4,4,9,44.4,8,10,80.0,1,16,17,6,6,2,0,7,5,1
DEN,DEN @ MIA,2024-03-13,W,12,28,12,18,66.7,3,7,42.9,1,2,50.0,2,8,10,8,3,0,1,2,11,0
DAL,DAL vs. GSW,2024-03-13,W,12,33,13,22,59.1,3,7,42.9,4,5,80.0,1,9,10,10,3,2,3,7,4,1
CLE,CLE @ NOP,2024-03-13,W,12,29,12,19,63.2,3,8,37.5,2,3,66.7,2,8,10,9,5,2,0,4,2,0
CHI,CHI @ IND,2024-03-13,W,12,24,9,21,42.9,2,8,25.0,4,6,66.7,4,7,11,4,4,2,2,8,-8,0
CHA,CHA @ MEM,2024-03-13,W,12,30,10,17,58.8,1,4,25.0,9,13,69.2,1,7,8,6,4,1,2,1,2,0
BKN,BKN @ ORL,2024-03-13,L,12,29,12,20,60.0,2,3,66.7,3,4,75.0,3,9,12,5,2,0,3,3,8,0
ATL,ATL @ POR,2024-03-13,L,12,27,9,22,40.9,2,10,20.0,7,10,70.0,4,4,8,4,2,3,1,10,3,0
WAS,WAS @ MEM,2024-03-12,L,12,22,9,20,45.0,1,8,12.5,3,5,60.0,1,6,7,5,3,3,1,5,5,0
UTA,UTA vs. BOS,2024-03-12,L,12,16,6,19,31.6,2,5,40.0,2,2,100.0,2,6,8,2,2,0,2,7,-9,1
SAS,SAS vs. HOU,2024-03-12,L,12,29,11,24,45.8,2,7,28.6,5,6,83.3,5,9,14,8,3,1,1,6,2,1
SAC,SAC vs. MIL,2024-03-12,W,12,34,11,22,50.0,6,10,60.0,6,7,85.7,4,12,16,7,2,4,0,7,18,1
PHI,PHI @ NYK,2024-03-12,L,12,18,6,21,28.6,0,4,0.0,6,9,66.7,3,8,11,2,0,2,2,4,-1,0
OKC,OKC vs. IND,2024-03-12,L,12,24,10,29,34.5,2,9,22.2,2,3,66.7,6,12,18,5,3,1,1,6,-3,1
NYK,NYK vs. PHI,2024-03-12,W,12,19,6,16,37.5,2,8,25.0,5,6,83.3,3,13,16,4,5,0,3,7,1,1
MIN,MIN @ LAC,2024-03-12,W,12,34,15,22,68.2,4,6,66.7,0,2,0.0,3,7,10,10,2,2,2,5,12,0
MIL,MIL @ SAC,2024-03-12,L,12,16,5,21,23.8,1,12,8.3,5,7,71.4,5,6,11,4,4,0,0,6,-18,0
MEM,MEM vs. WAS,2024-03-12,W,12,17,6,18,33.3,1,9,11.1,4,4,100.0,3,7,10,5,7,2,3,6,-5,1
LAC,LAC vs. MIN,2024-03-12,L,12,22,9,18,50.0,2,8,25.0,2,4,50.0,2,4,6,7,3,0,1,3,-12,1
